id_viaje,linea,origen,destino,horario_salida,horario_llegada,pasajeros
5221,Mitre,Belgrano,Retiro,18:45,20:31,367
5222,San Martín,San Miguel,Retiro,05:45,06:34,407
5223,Mitre,Tigre,Belgrano,17:45,18:49,570
5224,Roca,Ezeiza,Constitución,21:00,21:52,321
5225,San Martín,José C. Paz,Retiro,07:00,08:39,499
5226,San Martín,José C. Paz,San Miguel,10:30,12:10,780
5227,Mitre,Victoria,Tigre,15:30,16:34,524
5228,Roca,La Plata,Temperley,18:15,19:03,506
5229,Roca,La Plata,Ezeiza,10:30,12:23,421
5230,Belgrano Sur,Buenos Aires,González Catán,07:45,08:45,163
5231,Roca,Constitución,Ezeiza,11:45,13:17,396
5232,Sarmiento,Castelar,Merlo,08:00,08:34,175
5233,Roca,La Plata,Constitución,17:30,19:22,213
5234,Belgrano Sur,Marinos del Crucero,Buenos Aires,15:30,16:15,499
5235,Belgrano Sur,Marinos del Crucero,González Catán,15:45,16:24,513
5236,San Martín,San Miguel,José C. Paz,19:15,20:58,422
5237,Belgrano Sur,Buenos Aires,Marinos del Crucero,11:45,12:30,750
5238,Sarmiento,Castelar,Moreno,15:30,16:50,217
5239,Sarmiento,Once,Castelar,16:45,17:34,137
5240,Sarmiento,Merlo,Castelar,05:30,06:28,179
5241,Sarmiento,Moreno,Merlo,10:00,11:43,389
5242,San Martín,Retiro,Pilar,22:45,00:19,300
5243,Belgrano Sur,González Catán,Buenos Aires,12:45,13:18,269
5244,Sarmiento,Moreno,Merlo,14:30,14:58,606
5245,Belgrano Sur,Buenos Aires,Marinos del Crucero,12:00,13:54,312
5246,Sarmiento,Moreno,Merlo,04:00,05:16,550
5247,Roca,Temperley,Ezeiza,08:15,09:38,492
5248,Belgrano Sur,González Catán,Marinos del Crucero,14:00,15:51,654
5249,Sarmiento,Once,Moreno,16:15,17:28,206
5250,San Martín,José C. Paz,Retiro,08:30,10:27,507
5251,San Martín,Retiro,Pilar,19:30,20:07,212
5252,Roca,Constitución,La Plata,12:00,12:23,261
5253,Roca,La Plata,Ezeiza,16:00,16:44,289
5254,San Martín,San Miguel,Pilar,16:15,16:43,373
5255,San Martín,Pilar,Retiro,16:00,17:55,255
5256,San Martín,José C. Paz,Retiro,14:45,15:58,696
5257,Roca,Temperley,La Plata,10:45,11:24,233
5258,San Martín,San Miguel,José C. Paz,04:15,06:00,350
5259,Roca,Ezeiza,La Plata,16:15,18:01,241
5260,San Martín,Retiro,José C. Paz,15:30,16:02,481
5261,Roca,Temperley,Ezeiza,16:00,17:12,566
5262,Sarmiento,Moreno,Merlo,14:30,15:00,393
5263,Belgrano Sur,González Catán,Marinos del Crucero,12:00,13:50,305
5264,Sarmiento,Moreno,Merlo,22:15,23:30,207
5265,San Martín,San Miguel,José C. Paz,05:30,07:11,122
5266,San Martín,San Miguel,Retiro,14:30,15:51,799
5267,Sarmiento,Merlo,Castelar,07:00,08:07,357
5268,Roca,La Plata,Constitución,09:45,11:43,189
5269,San Martín,Retiro,San Miguel,12:45,13:44,171
5270,San Martín,San Miguel,Retiro,21:15,21:53,753
5271,Belgrano Sur,González Catán,Buenos Aires,22:15,23:49,108
5272,San Martín,Retiro,San Miguel,06:45,07:22,765
5273,San Martín,Pilar,Retiro,04:30,05:54,623
5274,San Martín,San Miguel,Retiro,09:15,10:51,757
5275,Mitre,Retiro,Belgrano,07:00,08:21,679
5276,Belgrano Sur,Buenos Aires,Marinos del Crucero,16:45,18:14,409
5277,Sarmiento,Merlo,Once,04:00,05:50,596
5278,Roca,Temperley,La Plata,20:30,21:02,232
5279,Sarmiento,Merlo,Once,17:15,19:01,674
5280,Belgrano Sur,González Catán,Buenos Aires,05:30,07:30,181
5281,Roca,Constitución,Temperley,08:00,08:38,496
5282,Belgrano Sur,Marinos del Crucero,Buenos Aires,14:30,15:46,296
5283,Mitre,Victoria,Belgrano,04:30,05:02,665
5284,Roca,Constitución,Ezeiza,10:15,10:51,778
5285,Mitre,Victoria,Tigre,16:15,16:58,639
5286,Mitre,Tigre,Retiro,12:15,13:30,337
5287,Roca,Temperley,Constitución,22:45,00:44,478
5288,Roca,Constitución,Temperley,22:45,23:57,309
5289,Roca,Constitución,Ezeiza,20:45,21:55,644
5290,Mitre,Tigre,Retiro,07:15,07:59,683
5291,Roca,Temperley,Constitución,13:30,14:33,559
5292,Sarmiento,Merlo,Moreno,04:00,04:58,446
5293,Sarmiento,Once,Merlo,14:15,14:40,770
5294,Belgrano Sur,González Catán,Marinos del Crucero,15:30,16:06,576
5295,San Martín,Retiro,Pilar,18:30,18:52,552
5296,Sarmiento,Once,Castelar,13:45,14:54,534
5297,Roca,La Plata,Temperley,15:00,16:46,211
5298,San Martín,Pilar,José C. Paz,17:45,18:09,430
5299,Mitre,Tigre,Belgrano,20:30,21:30,516
5300,San Martín,Pilar,Retiro,09:30,10:43,306
5301,Mitre,Retiro,Victoria,21:15,21:39,422
5302,Sarmiento,Merlo,Once,13:15,13:44,391
5303,Sarmiento,Once,Moreno,10:30,12:07,202
5304,Roca,Temperley,Ezeiza,20:30,21:40,262
5305,Sarmiento,Once,Merlo,14:15,14:42,298
5306,Sarmiento,Once,Castelar,06:30,08:18,574
5307,Sarmiento,Castelar,Once,07:15,09:00,478
5308,Belgrano Sur,Marinos del Crucero,González Catán,20:00,21:18,192
5309,San Martín,José C. Paz,Retiro,08:00,08:59,238
5310,San Martín,Retiro,San Miguel,14:45,16:25,452
5311,Mitre,Belgrano,Retiro,15:30,16:43,498
5312,Sarmiento,Merlo,Castelar,21:30,23:00,252
5313,Mitre,Belgrano,Victoria,14:15,16:03,513
5314,Sarmiento,Moreno,Merlo,05:30,06:58,411
5315,Belgrano Sur,Buenos Aires,Marinos del Crucero,09:45,11:31,339
5316,Sarmiento,Merlo,Castelar,13:45,14:43,361
5317,Sarmiento,Merlo,Once,07:45,08:47,651
5318,Mitre,Victoria,Belgrano,15:00,16:20,119
5319,Roca,Ezeiza,Temperley,10:30,11:46,401
5320,Roca,La Plata,Constitución,09:45,10:54,542
5321,San Martín,Retiro,José C. Paz,18:00,19:20,496
5322,Belgrano Sur,Buenos Aires,Marinos del Crucero,19:00,20:15,625
5323,Roca,La Plata,Temperley,10:45,12:06,162
5324,Sarmiento,Moreno,Merlo,06:45,07:38,314
5325,San Martín,Retiro,San Miguel,09:15,10:36,599
5326,San Martín,Pilar,San Miguel,10:15,10:40,572
5327,Roca,La Plata,Temperley,10:30,12:14,361
5328,San Martín,José C. Paz,Retiro,09:00,09:35,465
5329,Roca,Temperley,Ezeiza,05:30,05:57,371
5330,Roca,Temperley,Ezeiza,08:00,08:44,197
5331,Sarmiento,Once,Merlo,10:00,10:42,114
5332,Sarmiento,Once,Castelar,06:45,07:28,208
5333,Sarmiento,Once,Castelar,17:00,18:46,263
5334,Sarmiento,Castelar,Once,11:00,12:39,495
5335,San Martín,José C. Paz,Retiro,10:15,12:03,541
5336,Belgrano Sur,González Catán,Buenos Aires,20:30,21:22,469
5337,Roca,Ezeiza,La Plata,05:00,05:22,629
5338,Sarmiento,Merlo,Moreno,21:45,22:56,415
5339,Roca,Ezeiza,La Plata,06:15,06:55,394
5340,San Martín,Pilar,San Miguel,09:15,11:06,138
5341,Sarmiento,Once,Merlo,22:45,23:46,158
5342,Sarmiento,Once,Castelar,22:30,00:20,172
5343,Mitre,Victoria,Tigre,14:00,15:06,682
5344,Mitre,Tigre,Retiro,18:30,19:09,441
5345,Belgrano Sur,Buenos Aires,Marinos del Crucero,13:15,14:42,693
5346,Sarmiento,Castelar,Merlo,12:15,13:13,731
5347,Belgrano Sur,González Catán,Buenos Aires,07:30,08:22,249
5348,Roca,Temperley,Ezeiza,14:30,14:56,513
5349,Roca,Temperley,Ezeiza,14:15,15:44,405
5350,Belgrano Sur,González Catán,Marinos del Crucero,16:30,18:30,153
5351,Mitre,Retiro,Tigre,12:15,13:27,591
5352,Sarmiento,Once,Castelar,14:45,16:17,454
5353,Roca,La Plata,Ezeiza,04:45,06:40,680
5354,Sarmiento,Once,Castelar,07:00,08:14,547
5355,San Martín,San Miguel,Retiro,08:45,09:07,412
5356,Mitre,Retiro,Victoria,17:30,18:41,533
5357,Belgrano Sur,Buenos Aires,González Catán,19:15,19:50,462
5358,Roca,La Plata,Ezeiza,14:00,15:04,182
5359,Mitre,Victoria,Belgrano,18:30,18:50,403
5360,Roca,Constitución,La Plata,22:30,23:44,149
5361,Roca,Constitución,La Plata,14:15,15:56,337
5362,Mitre,Retiro,Tigre,08:00,09:46,223
5363,San Martín,San Miguel,Retiro,19:00,19:42,543
5364,Belgrano Sur,González Catán,Buenos Aires,22:45,00:18,679
5365,San Martín,José C. Paz,Retiro,06:15,08:00,373
5366,San Martín,San Miguel,Pilar,11:00,12:22,678
5367,Roca,La Plata,Ezeiza,21:15,21:53,382
5368,San Martín,José C. Paz,San Miguel,22:15,23:49,289
5369,Sarmiento,Once,Castelar,07:00,08:42,220
5370,Roca,Temperley,Ezeiza,22:30,22:52,419
5371,Sarmiento,Moreno,Castelar,13:00,14:01,491
5372,San Martín,Pilar,San Miguel,12:00,13:14,188
5373,Mitre,Belgrano,Retiro,19:30,19:52,657
5374,Belgrano Sur,Marinos del Crucero,Buenos Aires,20:30,22:09,769
5375,Roca,Constitución,Ezeiza,20:30,21:12,758
5376,San Martín,Retiro,José C. Paz,16:45,17:57,758
5377,Belgrano Sur,González Catán,Buenos Aires,12:30,14:26,449
5378,San Martín,Pilar,José C. Paz,11:15,13:00,523
5379,Belgrano Sur,Buenos Aires,González Catán,05:15,06:11,713
5380,Sarmiento,Castelar,Once,20:15,21:45,629
5381,Mitre,Belgrano,Victoria,10:00,10:39,106
5382,Sarmiento,Once,Merlo,19:00,19:30,428
5383,Belgrano Sur,Buenos Aires,Marinos del Crucero,10:15,12:03,790
5384,Belgrano Sur,González Catán,Marinos del Crucero,18:45,19:51,760
5385,Sarmiento,Merlo,Castelar,16:00,16:32,138
5386,Roca,La Plata,Temperley,14:45,16:03,399
5387,Belgrano Sur,Buenos Aires,González Catán,04:15,05:15,470
5388,Roca,Constitución,La Plata,07:15,09:14,767
5389,Roca,Ezeiza,Constitución,11:30,12:50,626
5390,Mitre,Victoria,Retiro,04:00,05:45,585
5391,Mitre,Victoria,Retiro,18:00,19:50,322
5392,Mitre,Victoria,Tigre,06:00,07:12,598
5393,Mitre,Tigre,Belgrano,11:45,13:45,435
5394,Belgrano Sur,Marinos del Crucero,Buenos Aires,19:45,21:33,326
5395,San Martín,Pilar,José C. Paz,06:30,07:01,788
5396,Roca,Ezeiza,La Plata,06:15,06:58,431
5397,Belgrano Sur,Buenos Aires,Marinos del Crucero,05:15,05:37,198
5398,Sarmiento,Castelar,Merlo,10:00,11:06,655
5399,San Martín,Pilar,Retiro,12:15,12:36,164
5400,Belgrano Sur,Buenos Aires,Marinos del Crucero,07:00,07:21,333
5401,Belgrano Sur,González Catán,Marinos del Crucero,13:30,14:44,666
5402,San Martín,San Miguel,Retiro,14:30,16:15,644
5403,Roca,Constitución,Ezeiza,11:45,12:13,609
5404,San Martín,Retiro,José C. Paz,15:00,16:04,235
5405,Mitre,Retiro,Belgrano,22:15,22:50,150
5406,Belgrano Sur,González Catán,Marinos del Crucero,15:45,16:39,227
5407,San Martín,San Miguel,Retiro,11:15,12:31,747
5408,Roca,Temperley,Ezeiza,18:00,18:20,226
5409,San Martín,San Miguel,José C. Paz,20:15,20:42,123
5410,Sarmiento,Merlo,Castelar,18:30,19:45,458
5411,Sarmiento,Castelar,Moreno,21:00,22:33,682
5412,Belgrano Sur,Buenos Aires,González Catán,18:00,18:50,503
5413,Sarmiento,Once,Castelar,06:00,07:08,578
5414,Belgrano Sur,Buenos Aires,Marinos del Crucero,19:00,19:51,453
5415,Mitre,Belgrano,Victoria,10:45,11:13,276
5416,San Martín,San Miguel,Pilar,18:45,19:16,647
5417,San Martín,Retiro,José C. Paz,20:00,21:18,642
5418,Mitre,Tigre,Victoria,10:45,12:29,472
5419,San Martín,San Miguel,Pilar,19:45,21:07,425
5420,San Martín,José C. Paz,Retiro,11:15,11:54,726
5421,San Martín,Pilar,José C. Paz,21:45,23:27,266
5422,Mitre,Tigre,Retiro,09:45,10:18,786
5423,Belgrano Sur,Buenos Aires,Marinos del Crucero,19:15,21:05,370
5424,Sarmiento,Once,Merlo,14:45,15:51,433
5425,Roca,La Plata,Constitución,14:00,14:51,118
5426,San Martín,Retiro,San Miguel,11:15,12:10,539
5427,San Martín,José C. Paz,Retiro,20:00,20:26,503
5428,San Martín,José C. Paz,San Miguel,15:30,16:01,219
5429,Belgrano Sur,González Catán,Buenos Aires,11:30,12:12,730
5430,San Martín,Pilar,Retiro,15:15,16:31,683
5431,Mitre,Retiro,Victoria,20:45,21:35,577
5432,Roca,Ezeiza,La Plata,05:45,06:43,416
5433,Mitre,Victoria,Retiro,08:30,09:15,205
5434,Sarmiento,Castelar,Once,20:15,21:04,428
5435,San Martín,Pilar,José C. Paz,07:30,07:58,678
5436,Belgrano Sur,González Catán,Marinos del Crucero,11:45,12:55,374
5437,Roca,Temperley,Constitución,19:45,21:10,152
5438,Mitre,Victoria,Belgrano,12:45,13:17,666
5439,San Martín,Pilar,San Miguel,15:00,15:52,517
5440,Roca,Temperley,Constitución,22:30,23:06,149
5441,Sarmiento,Castelar,Merlo,13:45,15:20,610
5442,Roca,Constitución,Ezeiza,06:00,06:26,206
5443,Roca,La Plata,Temperley,16:15,17:22,518
5444,Sarmiento,Castelar,Merlo,04:00,05:00,119
5445,San Martín,José C. Paz,Pilar,17:45,18:55,310
5446,Sarmiento,Moreno,Once,22:30,23:02,404
5447,Roca,Ezeiza,La Plata,16:00,17:23,741
5448,Sarmiento,Castelar,Once,19:15,20:05,734
5449,Sarmiento,Merlo,Moreno,04:00,04:42,632
5450,San Martín,Pilar,San Miguel,15:30,16:23,173
5451,Belgrano Sur,Buenos Aires,González Catán,12:00,13:54,160
5452,Belgrano Sur,Marinos del Crucero,González Catán,07:45,09:08,453
5453,Belgrano Sur,González Catán,Buenos Aires,20:00,20:20,715
5454,San Martín,San Miguel,José C. Paz,21:00,21:50,148
5455,Roca,Temperley,Constitución,06:30,08:17,318
5456,San Martín,Retiro,Pilar,09:00,09:42,299
5457,Roca,Temperley,Ezeiza,14:15,15:09,627
5458,Sarmiento,Once,Merlo,10:15,11:47,116
5459,Belgrano Sur,González Catán,Marinos del Crucero,14:30,16:22,380
5460,Mitre,Retiro,Belgrano,09:45,10:55,268
5461,Mitre,Victoria,Tigre,22:45,00:00,761
5462,San Martín,Pilar,Retiro,09:15,09:59,524
5463,Sarmiento,Moreno,Merlo,11:30,13:30,345
5464,Belgrano Sur,Marinos del Crucero,González Catán,15:45,16:31,339
5465,Sarmiento,Castelar,Merlo,08:15,09:31,783
5466,Mitre,Belgrano,Tigre,04:30,05:06,420
5467,Roca,Temperley,La Plata,14:15,15:14,224
5468,Sarmiento,Merlo,Castelar,21:00,22:16,738
5469,San Martín,San Miguel,Pilar,08:45,09:55,414
5470,Mitre,Victoria,Retiro,08:30,10:28,739
5471,Belgrano Sur,Buenos Aires,Marinos del Crucero,06:30,08:12,516
5472,Belgrano Sur,Buenos Aires,González Catán,08:00,09:16,290
5473,Sarmiento,Merlo,Castelar,09:30,09:56,289
5474,Sarmiento,Castelar,Once,17:15,18:05,428
5475,San Martín,Pilar,Retiro,11:30,11:56,103
5476,Sarmiento,Merlo,Castelar,15:30,16:47,567
5477,Belgrano Sur,Buenos Aires,González Catán,17:00,18:00,365
5478,Mitre,Tigre,Belgrano,13:15,13:45,235
5479,San Martín,Pilar,José C. Paz,11:45,12:46,655
5480,Roca,La Plata,Constitución,12:00,13:39,204
5481,Roca,Temperley,Constitución,14:15,15:36,267
5482,San Martín,San Miguel,Pilar,18:45,19:45,218
5483,Roca,Constitución,Ezeiza,13:15,13:35,608
5484,Mitre,Tigre,Victoria,22:45,23:45,104
5485,Sarmiento,Castelar,Once,04:45,05:47,157
5486,Roca,La Plata,Ezeiza,04:45,05:47,366
5487,Belgrano Sur,Marinos del Crucero,Buenos Aires,04:15,05:16,564
5488,Belgrano Sur,Buenos Aires,González Catán,11:00,11:28,429
5489,Mitre,Belgrano,Tigre,10:15,11:08,445
5490,Sarmiento,Once,Merlo,16:15,17:12,384
5491,Belgrano Sur,Buenos Aires,González Catán,18:00,19:38,260
5492,Belgrano Sur,González Catán,Buenos Aires,09:45,10:46,168
5493,Sarmiento,Once,Merlo,04:45,05:14,528
5494,Roca,La Plata,Constitución,09:15,11:03,346
5495,Sarmiento,Once,Moreno,08:00,09:12,261
5496,San Martín,José C. Paz,Retiro,05:30,06:49,276
5497,Roca,La Plata,Ezeiza,10:00,11:34,384
5498,Mitre,Victoria,Tigre,17:15,17:40,787
5499,Roca,Temperley,Ezeiza,07:15,08:37,548
5500,San Martín,José C. Paz,San Miguel,21:45,23:39,703
5501,Sarmiento,Once,Castelar,17:00,18:07,741
5502,Roca,Constitución,La Plata,16:30,17:49,593
5503,Roca,Ezeiza,Temperley,04:30,06:01,322
5504,Roca,Ezeiza,La Plata,08:15,08:41,315
5505,Roca,La Plata,Constitución,14:30,15:12,300
5506,Sarmiento,Once,Moreno,21:00,22:23,438
5507,Sarmiento,Merlo,Moreno,10:45,11:31,502
5508,Sarmiento,Once,Castelar,08:30,09:45,492
5509,Roca,La Plata,Constitución,06:15,07:22,707
5510,Mitre,Belgrano,Tigre,17:45,18:21,129
5511,Roca,Temperley,Constitución,10:15,10:44,688
5512,Sarmiento,Castelar,Once,13:00,14:43,122
5513,Roca,Temperley,La Plata,07:45,08:39,298
5514,San Martín,San Miguel,José C. Paz,12:30,13:06,235
5515,San Martín,José C. Paz,Retiro,11:45,12:35,308
5516,San Martín,José C. Paz,San Miguel,07:00,08:29,419
5517,Mitre,Victoria,Tigre,20:45,22:36,420
5518,Mitre,Victoria,Tigre,20:30,22:20,305
5519,San Martín,Retiro,San Miguel,15:00,15:30,277
5520,Mitre,Retiro,Belgrano,21:45,22:43,405
5521,Sarmiento,Merlo,Castelar,10:00,11:51,490
5522,Sarmiento,Once,Castelar,20:45,22:27,262
5523,Sarmiento,Once,Castelar,22:00,22:37,503
5524,Sarmiento,Moreno,Once,05:00,06:27,231
5525,Belgrano Sur,Marinos del Crucero,González Catán,21:00,21:55,235
5526,San Martín,Pilar,Retiro,22:15,23:53,602
5527,Mitre,Retiro,Tigre,14:45,16:24,681
5528,Roca,La Plata,Ezeiza,19:15,21:00,762
5529,Mitre,Retiro,Victoria,11:45,12:51,272
5530,San Martín,José C. Paz,San Miguel,16:30,17:01,448
5531,Belgrano Sur,Buenos Aires,González Catán,22:45,00:38,295
5532,Roca,Temperley,Ezeiza,08:30,09:04,351
5533,Belgrano Sur,Marinos del Crucero,González Catán,20:30,21:19,641
5534,San Martín,Retiro,José C. Paz,08:00,09:58,245
5535,San Martín,Retiro,San Miguel,06:30,07:27,136
5536,San Martín,José C. Paz,Pilar,22:45,23:21,441
5537,Roca,Ezeiza,La Plata,17:15,18:21,666
5538,Mitre,Belgrano,Victoria,16:15,18:12,306
5539,Roca,Ezeiza,Temperley,22:45,23:55,118
5540,Belgrano Sur,Marinos del Crucero,González Catán,11:30,12:44,225
5541,Sarmiento,Castelar,Once,20:00,21:56,503
5542,San Martín,San Miguel,José C. Paz,22:00,22:22,219
5543,Roca,Constitución,La Plata,20:15,21:17,158
5544,Sarmiento,Merlo,Moreno,18:15,20:07,266
5545,Mitre,Tigre,Belgrano,18:30,19:22,115
5546,Mitre,Victoria,Belgrano,17:15,17:43,511
5547,Sarmiento,Once,Merlo,22:15,23:28,435
5548,Mitre,Victoria,Retiro,18:45,20:34,141
5549,San Martín,José C. Paz,Retiro,18:15,20:11,176
5550,Roca,Temperley,La Plata,16:30,17:15,567
5551,San Martín,Pilar,Retiro,19:45,20:54,557
5552,Sarmiento,Castelar,Once,12:30,13:13,749
5553,Mitre,Victoria,Tigre,05:15,06:44,348
5554,Belgrano Sur,Marinos del Crucero,Buenos Aires,04:00,04:47,175
5555,Mitre,Belgrano,Retiro,15:00,16:35,601
5556,Roca,Constitución,Temperley,22:00,22:26,140
5557,Roca,La Plata,Ezeiza,08:00,08:38,517
5558,Roca,Constitución,La Plata,15:00,16:57,412
5559,Belgrano Sur,González Catán,Buenos Aires,22:45,23:47,357
5560,Mitre,Tigre,Belgrano,08:30,09:29,346
5561,San Martín,José C. Paz,Retiro,05:15,06:46,463
5562,Roca,Ezeiza,La Plata,19:15,20:02,413
5563,Sarmiento,Castelar,Merlo,09:45,10:38,595
5564,Sarmiento,Once,Merlo,21:15,23:10,242
5565,Mitre,Tigre,Belgrano,08:45,10:34,267
5566,Roca,Ezeiza,Constitución,05:00,06:42,218
5567,Sarmiento,Merlo,Moreno,15:15,16:10,322
5568,Roca,Constitución,Temperley,21:30,22:58,250
5569,Belgrano Sur,Marinos del Crucero,González Catán,08:00,08:22,760
5570,San Martín,José C. Paz,Retiro,20:45,21:52,260
5571,Belgrano Sur,Marinos del Crucero,González Catán,11:15,12:15,738
5572,Roca,La Plata,Constitución,10:45,12:43,551
5573,Mitre,Victoria,Tigre,21:15,21:55,421
5574,Sarmiento,Moreno,Merlo,20:00,20:25,547
5575,San Martín,Retiro,San Miguel,08:15,08:59,295
5576,San Martín,Retiro,Pilar,08:30,08:55,750
5577,Sarmiento,Castelar,Moreno,08:30,09:20,621
5578,Belgrano Sur,Buenos Aires,Marinos del Crucero,08:15,09:47,330
5579,San Martín,José C. Paz,San Miguel,18:00,19:10,268
5580,Mitre,Retiro,Tigre,11:30,13:03,397
5581,San Martín,José C. Paz,San Miguel,21:00,21:56,219
5582,Mitre,Victoria,Tigre,21:30,22:11,456
5583,San Martín,Pilar,Retiro,07:30,08:40,680
5584,Roca,La Plata,Temperley,16:00,17:05,296
5585,Sarmiento,Castelar,Merlo,06:15,07:47,339
5586,Sarmiento,Moreno,Castelar,09:30,10:54,468
5587,San Martín,Pilar,Retiro,05:30,06:24,199
5588,San Martín,José C. Paz,Retiro,20:00,21:17,795
5589,San Martín,San Miguel,Pilar,05:30,06:20,396
5590,Belgrano Sur,Buenos Aires,González Catán,16:45,18:27,240
5591,Belgrano Sur,Marinos del Crucero,Buenos Aires,09:15,09:55,368
5592,Mitre,Tigre,Victoria,16:00,16:33,127
5593,Belgrano Sur,González Catán,Marinos del Crucero,10:15,11:18,211
5594,San Martín,San Miguel,José C. Paz,17:00,18:51,773
5595,San Martín,Pilar,San Miguel,04:30,05:40,328
5596,Mitre,Retiro,Victoria,14:30,15:47,365
5597,San Martín,San Miguel,Pilar,17:45,18:19,492
5598,Belgrano Sur,González Catán,Marinos del Crucero,13:15,15:04,742
5599,Roca,La Plata,Constitución,14:45,16:38,321
5600,Sarmiento,Castelar,Once,21:15,21:43,131
5601,Mitre,Belgrano,Victoria,09:30,10:58,318
5602,Roca,La Plata,Temperley,10:45,11:52,720
5603,Roca,Ezeiza,Temperley,19:15,20:28,181
5604,Belgrano Sur,Buenos Aires,Marinos del Crucero,15:15,16:02,325
5605,Sarmiento,Castelar,Moreno,12:30,14:21,604
5606,Sarmiento,Castelar,Merlo,05:00,06:41,534
5607,Sarmiento,Once,Moreno,05:30,06:29,356
5608,Mitre,Tigre,Victoria,16:45,18:03,243
5609,San Martín,Retiro,Pilar,22:30,00:03,663
5610,Belgrano Sur,Marinos del Crucero,González Catán,22:30,23:33,530
5611,Belgrano Sur,Buenos Aires,González Catán,20:30,21:26,703
5612,San Martín,Retiro,San Miguel,08:30,09:29,199
5613,Sarmiento,Castelar,Merlo,05:15,05:42,113
5614,Belgrano Sur,González Catán,Buenos Aires,06:30,08:30,550
5615,Mitre,Retiro,Tigre,12:30,14:06,593
5616,Sarmiento,Moreno,Castelar,20:00,21:10,469
5617,San Martín,San Miguel,Retiro,21:15,23:03,475
5618,Belgrano Sur,Buenos Aires,González Catán,14:30,15:36,724
5619,Mitre,Retiro,Belgrano,07:15,08:25,403
5620,San Martín,San Miguel,Pilar,22:30,00:07,794
5621,Belgrano Sur,González Catán,Marinos del Crucero,18:00,18:29,470
5622,Roca,Constitución,Ezeiza,22:15,22:51,635
5623,Mitre,Retiro,Victoria,17:15,17:41,359
5624,Mitre,Retiro,Tigre,13:15,13:39,449
5625,Roca,Temperley,La Plata,15:00,15:22,378
5626,Sarmiento,Moreno,Castelar,05:30,06:38,318
5627,Sarmiento,Merlo,Castelar,10:00,10:29,283
5628,Sarmiento,Moreno,Once,08:30,10:19,366
5629,Belgrano Sur,Marinos del Crucero,González Catán,12:15,13:08,691
5630,Mitre,Victoria,Tigre,05:45,06:19,233
5631,Belgrano Sur,González Catán,Buenos Aires,22:30,23:32,505
5632,Roca,Constitución,Temperley,14:00,15:39,470
5633,Mitre,Retiro,Victoria,10:15,11:25,357
5634,Roca,Temperley,Constitución,09:00,10:39,432
5635,Sarmiento,Castelar,Once,22:45,23:32,215
5636,Sarmiento,Merlo,Moreno,09:00,10:47,800
5637,Mitre,Belgrano,Retiro,04:45,05:49,641
5638,Mitre,Retiro,Belgrano,08:00,09:16,377
5639,Sarmiento,Moreno,Once,04:45,06:43,548
5640,Roca,Temperley,Ezeiza,20:15,21:08,122
5641,Mitre,Retiro,Belgrano,10:00,10:32,590
5642,San Martín,San Miguel,Retiro,05:00,06:43,589
5643,Mitre,Tigre,Victoria,07:30,08:43,196
5644,Belgrano Sur,Buenos Aires,González Catán,08:30,10:23,430
5645,Mitre,Retiro,Victoria,15:00,16:49,659
5646,Mitre,Tigre,Belgrano,06:00,06:41,404
5647,Sarmiento,Castelar,Once,14:15,16:01,247
5648,Roca,Ezeiza,Temperley,18:45,19:39,573
5649,Belgrano Sur,Marinos del Crucero,González Catán,20:00,20:55,455
5650,San Martín,San Miguel,José C. Paz,07:30,08:41,418
5651,Mitre,Belgrano,Tigre,11:30,12:13,282
5652,Belgrano Sur,González Catán,Buenos Aires,11:45,12:30,784
5653,Roca,Temperley,Ezeiza,06:45,07:26,281
5654,San Martín,José C. Paz,San Miguel,16:15,16:46,242
5655,San Martín,José C. Paz,Pilar,04:15,05:49,771
5656,Mitre,Retiro,Victoria,22:15,23:50,546
5657,Sarmiento,Once,Merlo,15:15,16:26,123
5658,San Martín,San Miguel,Pilar,20:45,22:03,407
5659,San Martín,José C. Paz,San Miguel,13:45,14:38,510
5660,San Martín,San Miguel,Retiro,22:45,00:08,171
5661,Mitre,Belgrano,Tigre,22:15,23:50,202
5662,Roca,La Plata,Constitución,20:00,20:40,521
5663,San Martín,San Miguel,Pilar,20:45,21:14,525
5664,Belgrano Sur,Buenos Aires,González Catán,15:00,16:07,721
5665,Roca,La Plata,Temperley,16:45,18:43,305
5666,Mitre,Retiro,Belgrano,11:45,12:59,647
5667,Belgrano Sur,Marinos del Crucero,Buenos Aires,11:15,12:55,334
5668,Belgrano Sur,Buenos Aires,Marinos del Crucero,15:30,17:07,706
5669,Belgrano Sur,Buenos Aires,Marinos del Crucero,09:15,09:50,125
5670,San Martín,Pilar,José C. Paz,16:45,18:10,471
5671,Mitre,Belgrano,Tigre,10:15,12:13,765
5672,San Martín,José C. Paz,San Miguel,14:45,15:08,352
5673,San Martín,Retiro,San Miguel,20:30,22:05,473
5674,Roca,Temperley,La Plata,13:45,14:13,122
5675,Roca,Temperley,Constitución,15:30,16:54,100
5676,San Martín,San Miguel,Pilar,13:00,13:54,744
5677,Mitre,Tigre,Victoria,10:00,10:51,226
5678,Roca,La Plata,Constitución,13:15,14:18,757
5679,Mitre,Tigre,Retiro,17:30,18:00,256
5680,Mitre,Retiro,Tigre,17:15,17:50,243
5681,Sarmiento,Castelar,Moreno,22:00,23:37,146
5682,Sarmiento,Once,Moreno,17:30,18:05,420
